px_t,py_t,v_t,psi_t,omega_t,a_t,delta_t,px_t1,py_t1,v_t1,psi_t1,omega_t1
1.6279630322355212,-1.6919262114725522,31.622776601683793,-8.557894736842108,-4.7368421052631575,0.1061944244172074,0.00035777369184279164,1.6279428741283881,-1.6918621726519572,31.622776601683793,-8.60526315789474,-4.7368421052631575
1.6279428741283881,-1.6918621726519572,31.622776601683793,-8.60526315789474,-4.7368421052631575,0.13653568853640954,0.00045999473383754864,1.6279231222673094,-1.6917906612123932,31.622776601683793,-8.652631578947371,-4.7368421052631575
1.6279231222673094,-1.6917906612123932,31.622776601683793,-8.652631578947371,-4.7368421052631575,0.16687695265561164,0.0005622157662192056,1.6279038209625785,-1.6917118375788909,31.622776601683793,-8.700000000000003,-4.7368421052631575
1.6279038209625785,-1.6917118375788909,31.622776601683793,-8.700000000000003,-4.7368421052631575,0.19721821677481371,0.0006644367868515209,1.6278850135137353,-1.6916258785802754,31.622776601683793,-8.747368421052634,-4.7368421052631575
1.6278850135137353,-1.6916258785802754,31.622776601683793,-8.747368421052634,-4.7368421052631575,0.22755948089401587,0.000766657793598254,1.6278667421124287,-1.6915329770524776,31.622776601683793,-8.794736842105264,-4.7368421052631575
1.6278667421124287,-1.6915329770524776,31.622776601683793,-8.794736842105264,-4.7368421052631575,0.25790074501321797,0.0008688787843231663,1.627849047747767,-1.6914333414059355,31.622776601683793,-8.842105263157896,-4.7368421052631575
1.627849047747767,-1.6914333414059355,31.622776601683793,-8.842105263157896,-4.7368421052631575,0.2882420091324201,0.0009710997568900206,1.6278319701143642,-1.6913271951580582,31.622776601683793,-8.878947368421054,-3.6842105263157894
1.6278319701143642,-1.6913271951580582,31.622776601683793,-8.878947368421054,-3.6842105263157894,-0.2882420091324201,-0.0009710997568900206,1.6278153987214339,-1.6912161490081008,31.622776601683793,-8.915789473684212,-3.6842105263157894
1.6278153987214339,-1.6912161490081008,31.622776601683793,-8.915789473684212,-3.6842105263157894,-0.25790074501321797,-0.0008688787843231661,1.6277993560594588,-1.6911003536664762,31.622776601683793,-8.952631578947372,-3.6842105263157894
1.6277993560594588,-1.6911003536664762,31.622776601683793,-8.952631578947372,-3.6842105263157894,-0.2275594808940159,-0.000766657793598254,1.6277838639013342,-1.6909799662891392,31.622776601683793,-8.98947368421053,-3.6842105263157894
1.6277838639013342,-1.6909799662891392,31.622776601683793,-8.98947368421053,-3.6842105263157894,-0.19721821677481374,-0.0006644367868515208,1.6277689432728186,-1.690855150264297,31.622776601683793,-9.026315789473689,-3.6842105263157894
1.6277689432728186,-1.690855150264297,31.622776601683793,-9.026315789473689,-3.6842105263157894,-0.16687695265561164,-0.0005622157662192056,1.627754614423998,-1.6907260749906605,31.622776601683793,-9.063157894736847,-3.6842105263157894
1.627754614423998,-1.6907260749906605,31.622776601683793,-9.063157894736847,-3.6842105263157894,-0.13653568853640954,-0.00045999473383754854,1.6277408968018028,-1.6905929156475383,31.622776601683793,-9.100000000000005,-3.6842105263157894
1.6277408968018028,-1.6905929156475383,31.622776601683793,-9.100000000000005,-3.6842105263157894,-0.1061944244172074,-0.0003577736918427917,1.6277278090236142,-1.690455852957086,31.622776601683793,-9.136842105263163,-3.6842105263157894
1.6277278090236142,-1.690455852957086,31.622776601683793,-9.136842105263163,-3.6842105263157894,-0.07585316029800529,-0.00025555264237117815,1.6277153688519967,-1.690315072939032,31.622776601683793,-9.173684210526321,-3.6842105263157894
1.6277153688519967,-1.690315072939032,31.622776601683793,-9.173684210526321,-3.6842105263157894,-0.045511896178803184,-0.00015333158755895205,1.6277035931705925,-1.6901707666582144,31.622776601683793,-9.21052631578948,-3.6842105263157894
1.6277035931705925,-1.6901707666582144,31.622776601683793,-9.21052631578948,-3.6842105263157894,-0.015170632059601064,-5.111052954235819e-05,1.6276924979612055,-1.6900231299652697,31.622776601683793,-9.247368421052638,-3.6842105263157894
1.6276924979612055,-1.6900231299652697,31.622776601683793,-9.247368421052638,-3.6842105263157894,0.01517063205960103,5.111052954235819e-05,1.6276820982821116,-1.6898723632308272,31.622776601683793,-9.284210526315796,-3.6842105263157894
1.6276820982821116,-1.6898723632308272,31.622776601683793,-9.284210526315796,-3.6842105263157894,0.04551189617880315,0.00015333158755895205,1.6276724082476222,-1.6897186710735685,31.622776601683793,-9.321052631578954,-3.6842105263157894
